price,area_type,availability,location,society,total_sqft,bath,balcony,house_size,house_type
65.0,0.0,1,89.47693979629572,100.94722946410097,1500.0,2,1,3,0
39.0,0.0,0,111.96227646130654,100.94722946410097,1080.0,2,2,2,0
129.0,0.0,0,113.2645538021266,94.52512290229691,1933.0,3,1,3,0
150.0,1.0,1,82.02499916262141,100.94722946410097,3500.0,5,2,5,1
60.0,1.0,1,89.90249299099719,100.94722946410097,1060.0,2,2,2,0
16.45,0.0,0,33.62335013496527,58.31192690789634,645.0,1,1,1,0
16.45,0.0,0,33.62335013496527,58.31192690789634,645.0,1,1,1,0
84.0,0.0,1,91.83076486730704,92.56549939678305,1644.0,3,3,3,0
72.5,0.0,1,91.57854324671791,91.57854324671791,1285.0,2,3,2,0
90.0,2.0,1,53.07975694453937,100.94722946410097,1200.0,3,1,3,1
40.0,0.0,1,53.07975694453937,86.8526950956367,910.0,2,1,2,0
70.0,0.0,1,87.74363259526758,90.61174831549963,1577.0,3,1,3,0
185.0,0.0,1,112.46513977216796,100.7540994558845,2420.0,3,2,3,0
20.0,0.0,1,33.62335013496527,79.54338033381771,800.0,1,1,2,0
55.0,1.0,1,113.50181279792784,100.94722946410097,1060.0,2,2,2,0
93.0,0.0,1,99.80810830551658,103.41355660481362,1270.0,2,2,2,0
22.5,0.0,0,85.03277742631705,100.94722946410097,900.0,2,2,2,0
69.0,1.0,1,95.50054665675877,100.94722946410097,1280.0,2,1,2,1
95.0,2.0,1,58.517269498066796,100.94722946410097,1200.0,2,0,4,1
36.0,1.0,1,102.6917127071823,100.94722946410097,1025.0,2,2,2,0
63.0,0.0,0,53.07975694453937,71.90743433564853,1108.0,2,1,2,0
170.0,2.0,1,93.43561178362214,100.94722946410097,1200.0,5,0,5,1
170.0,0.0,1,96.11595734498025,104.26411949711022,3045.0,3,2,3,0
300.0,2.0,1,128.27356249316324,123.71375137323845,2900.0,3,2,4,1
75.5,0.0,1,113.2645538021266,91.96886866980691,1500.0,3,2,3,0
43.9,0.0,1,59.97378917641082,48.62228596587294,1295.0,2,2,2,0
59.9,0.0,1,70.48790494808637,71.6414642967342,1162.0,2,1,2,0
49.2,0.0,1,102.6917127071823,83.8561774858846,1035.0,2,2,2,0
52.8,1.0,1,52.13862003128564,89.01540630176686,1600.0,4,0,4,1
46.0,0.0,1,87.5562552633095,100.94722946410097,1464.0,3,2,3,0
61.58,0.0,0,98.25580902418498,89.75597450998076,1866.0,2,2,3,0
26.0,0.0,1,84.44122699232841,84.44122699232841,700.0,1,1,2,0
120.0,0.0,1,77.9710158079329,104.43840755735009,1804.0,3,2,3,0
32.0,0.0,1,86.8353073815517,100.94722946410097,913.0,2,1,2,0
131.0,0.0,0,100.9549938101075,115.50277286276315,1868.0,3,2,3,0
45.0,1.0,1,54.30061510601152,100.94722946410097,883.0,2,1,2,0
110.0,2.0,1,96.45761103533034,100.94722946410097,900.0,2,1,2,1
73.95,0.0,1,89.1908383234414,100.94722946410097,1664.0,2,3,3,0
132.0,0.0,1,134.77491058056322,103.11027095526991,2026.0,3,2,3,0
80.9,0.0,1,63.81105945561732,92.6714544313671,1210.0,2,1,2,0
91.45,0.0,1,92.74848224451219,96.26879923743678,1762.0,3,3,3,0
55.0,0.0,1,71.8481865737579,74.52854730845442,1252.0,3,3,3,0
34.5,1.0,1,80.17393864782248,80.17393864782248,861.0,2,1,2,0
100.0,1.0,1,99.80810830551658,88.05324782902467,1420.0,2,1,3,0
250.0,2.0,1,103.29212019659681,100.94722946410097,1450.0,6,0,6,1
78.8,1.0,1,55.14557453153458,91.28544711333637,1490.0,3,1,3,0
46.0,0.0,1,46.62953205277612,100.94722946410097,1075.0,2,1,3,0
94.0,0.0,0,110.66560763649149,88.75612680042292,1425.0,2,2,3,0
40.0,1.0,1,77.9710158079329,87.35001782992049,1200.0,2,1,2,0
56.0,0.0,1,61.686404962250634,100.94722946410097,1280.0,2,2,3,0
50.0,0.0,1,89.9919886788676,88.65110257355047,1084.0,2,2,2,0
25.88,0.0,0,33.62335013496527,58.31192690789634,1015.0,2,2,2,0
51.25,0.0,0,71.41825911249964,81.99662434630449,1017.0,2,1,2,0
44.0,0.0,1,93.8478011183212,100.94722946410097,1027.0,2,2,2,0
45.0,0.0,1,47.021068878631674,87.42009935523866,1069.0,2,2,2,0
98.2,0.0,1,145.15368535249686,111.63899723654208,1349.0,2,1,2,0
50.0,0.0,1,75.19303718879851,81.17121558091866,1005.0,2,1,2,0
75.0,0.0,1,113.6743889857179,92.03025896450451,1417.0,2,3,2,0
98.0,2.0,0,79.35960343668143,100.94722946410097,1475.0,3,1,3,1
47.0,3.0,1,97.21495295591774,87.4910248876889,950.0,2,2,2,0
120.0,0.0,1,116.60093187717672,97.75869577896032,2000.0,4,0,4,0
140.0,2.0,1,138.1150742597305,100.94722946410097,880.0,3,1,3,1
104.0,0.0,1,102.6917127071823,93.14328920130008,1863.0,3,2,4,0
29.5,0.0,1,81.20353001502924,85.96612594000865,1010.0,2,1,2,0
70.0,0.0,1,77.9710158079329,91.25327206081043,1425.0,2,1,3,0
100.0,0.0,1,113.2645538021266,95.15652629170036,1450.0,3,0,3,0
105.0,0.0,1,87.74363259526758,100.05944181814493,1847.0,3,2,3,0
45.0,0.0,1,84.36646676202278,88.00056020173548,1100.0,2,3,2,0
26.0,0.0,0,71.41825911249964,47.64279981558751,525.0,1,1,1,0
95.0,0.0,1,85.04832069451268,93.669742430274,1665.0,3,2,3,0
65.0,0.0,1,84.07789729262211,90.60272968899544,1664.0,4,3,4,0
150.0,0.0,1,102.88142099806656,98.02102894767718,1850.0,3,3,3,0
100.0,0.0,1,74.70581176549366,95.15652629170036,1438.0,2,3,2,0
115.0,0.0,1,94.4417270678128,97.10815340714532,1560.0,3,3,3,0
55.55,0.0,0,78.7269609446468,100.94722946410097,1350.0,2,1,2,0
67.0,0.0,1,71.41825911249964,74.5920777118282,1550.0,3,3,3,0
46.5,0.0,0,88.31193695669182,100.94722946410097,1140.0,2,2,2,0
180.0,2.0,1,103.29212019659681,100.94722946410097,1200.0,5,2,5,1
27.0,0.0,0,84.16722618338643,100.94722946410097,850.0,2,2,2,0
75.0,0.0,1,99.35344969199178,93.84911717711881,1280.0,2,2,2,0
52.0,1.0,1,81.05596947507041,100.94722946410097,1170.0,2,2,2,0
51.0,0.0,1,86.73960077453742,86.73960077453742,1113.0,2,1,2,0
83.09,0.0,1,98.25580902418498,90.2818279434151,1385.0,2,1,2,0
65.0,0.0,0,53.07975694453937,71.90743433564853,1128.0,2,1,2,0
128.0,2.0,1,98.59446273052893,100.94722946410097,1200.0,2,2,2,1
165.0,2.0,1,94.38994422603622,100.94722946410097,1200.0,4,3,4,1
415.0,0.0,1,241.0010085115458,246.6609825157845,2390.0,3,2,3,0
400.0,2.0,1,138.1150742597305,100.94722946410097,2400.0,4,1,4,1
56.0,0.0,1,93.8478011183212,88.49567093419253,1464.0,3,2,3,0
55.0,0.0,1,91.52543842183655,100.94722946410097,1200.0,2,2,2,0
52.0,0.0,1,76.37489430266771,88.91131952227646,1200.0,2,2,2,0
55.0,0.0,1,83.26386034982069,77.11512819557316,1150.0,2,1,3,0
95.0,1.0,1,94.00254973379515,94.00254973379515,1645.0,3,2,3,0
67.0,0.0,0,102.6917127071823,100.94722946410097,1000.0,2,1,2,0
198.0,2.0,1,93.8478011183212,100.94722946410097,2650.0,4,2,4,1
74.0,0.0,1,99.71534748858241,94.02354743565341,1192.0,2,2,2,0
215.0,0.0,1,120.39722691105155,108.3431314280606,2135.0,3,2,3,0
58.0,0.0,0,99.35344969199178,83.18798717892147,1173.0,2,1,2,0
45.0,1.0,1,61.66559330862947,88.48398234199232,1020.0,2,2,2,0
230.0,0.0,1,141.45383168213795,148.79797847778346,3122.0,6,2,4,0
64.0,0.0,1,81.7720014142534,100.94722946410097,1600.0,3,3,3,0
79.0,2.0,0,91.12158044061263,100.94722946410097,1200.0,2,0,2,1
48.0,3.0,1,89.1223121340445,100.94722946410097,1230.0,2,3,2,0
40.0,0.0,1,83.19308905192901,87.35001782992049,1250.0,2,2,2,0
76.0,0.0,1,77.9710158079329,93.51969514595963,1325.0,2,2,2,0
150.0,1.0,1,99.80810830551658,104.38667333943495,1850.0,3,1,3,0
21.53,0.0,0,71.41825911249964,47.64279981558751,525.0,1,0,1,0
65.0,0.0,1,122.97317681531905,100.94722946410097,1200.0,2,2,2,0
140.0,2.0,1,100.36086526622027,100.94722946410097,1350.0,2,0,3,1
49.36,0.0,0,57.159609476240945,73.05344823300821,1260.0,3,1,3,0
150.0,0.0,1,110.11626973931669,101.66195000985026,1800.0,3,0,3,0
74.0,2.0,0,91.39192917245231,91.39192917245231,11.0,3,2,3,1
43.25,1.0,1,108.87133316655633,87.50875627080146,1100.0,2,1,2,0
77.0,0.0,1,110.68794614464407,93.0851599666292,1508.0,2,1,2,0
75.0,3.0,1,90.68267384794987,91.90381443262541,1592.0,3,2,3,0
57.0,0.0,1,85.90202186458262,88.48398234199232,1388.0,2,3,2,0
28.35,0.0,0,47.021068878631674,89.66819925488744,630.0,1,1,1,0
365.0,2.0,1,119.3365889578484,100.94722946410097,2000.0,3,2,3,1
125.0,0.0,1,98.40923815077531,100.94722946410097,1762.0,3,1,3,0
50.0,0.0,0,101.57373004459848,100.94722946410097,950.0,2,2,2,0
335.0,0.0,1,133.64434241392092,138.7023085785642,3252.0,5,3,4,0
50.0,0.0,0,77.32708250577525,82.65767408922764,1116.0,2,1,2,0
89.04,0.0,1,92.49461517095347,95.62586998415848,1308.0,2,2,2,0
90.0,0.0,1,93.85207906141362,100.94722946410097,1200.0,3,0,3,0
230.0,2.0,1,112.07062795889009,100.94722946410097,1500.0,4,2,4,1
18.5,1.0,1,82.49680309938165,100.94722946410097,500.0,1,1,1,0
52.0,0.0,1,76.10920480628265,88.54715935588705,1075.0,2,1,2,0
11.66,0.0,0,33.62335013496527,84.4620679786445,530.0,1,0,1,0
66.0,1.0,1,88.28353474548244,100.94722946410097,1205.0,2,3,2,0
60.0,0.0,1,78.22343552975867,89.1223121340445,1075.0,2,2,2,0
39.0,1.0,1,72.11196712255736,85.37249427005052,930.0,2,2,2,0
60.0,0.0,1,63.81105945561732,89.95218731718045,1380.0,2,1,2,0
212.0,0.0,1,145.15368535249686,111.63899723654208,2483.0,5,2,4,0
55.0,1.0,1,89.87306530752224,87.42508451846825,1166.0,2,2,2,0
65.0,0.0,1,82.49680309938165,90.60272968899544,1050.0,2,1,2,0
275.0,0.0,0,127.48174465331967,127.48174465331967,2023.71,3,2,3,0
46.8,0.0,1,60.075579387345826,55.39289892606819,1200.0,2,2,2,0
108.0,0.0,1,96.68419721597144,95.78931218436743,1600.0,2,1,3,0
