iter	RMSE
507	472.2046526
508	472.0924697
509	471.93842
510	471.8551103
511	471.7297439
512	471.5538943
513	471.5323068
514	471.5293984
515	471.4415063
516	471.3469732
517	471.1974616
518	470.9723417
519	470.932748
520	470.7384812
521	470.5936024
522	470.4936815
523	470.4914425
524	470.4180434
525	470.2589769
526	470.1775174
527	470.0969827
528	470.0107312
529	469.9112624
530	469.7773591
531	469.6908982
532	469.513025
533	469.4171169
534	469.324347
535	469.2377942
536	469.1124941
537	468.9547649
538	468.861405
539	468.8020575
540	468.6063712
541	468.5347064
542	468.4490528
543	468.4469482
544	468.3698935
545	468.2392346
546	468.1227202
547	468.0370293
548	467.8891986
549	467.7587722
550	467.603089
551	467.6004489
552	467.5004845
553	467.4151729
554	467.3068455
555	467.0899861
556	467.027751
557	466.881961
558	466.8174318
559	466.8155155
560	466.6733938
561	466.5155954
562	466.5033616
563	466.4122042
564	466.1989241
565	466.1152868
566	465.9157809
567	465.7870247
568	465.6050369
569	465.5680819
570	465.4781891
571	465.446431
572	465.3388727
573	465.2600792
574	465.1212963
575	465.0523015
576	464.9986193
577	464.8989744
578	464.7619585
579	464.6291301
580	464.523692
581	464.3884335
582	464.2617463
583	464.1632536
584	464.0024264
585	463.9439746
586	463.850622
587	463.7575414
588	463.6472805
589	463.5502314
590	463.4549449
591	463.2971292
592	463.1388749
593	462.9777103
594	462.8620264
595	462.6760266
596	462.6215158
597	462.6191677
598	462.5394295
599	462.4742269
600	462.3673642
601	462.2881087
602	462.1900488
603	462.048325
604	461.9413452
605	461.806257
606	461.7208976
607	461.6423078
608	461.5221252
609	461.340932
610	461.3329141
611	461.1721755
612	461.095181
613	461.0185924
614	460.9426359
615	460.7814651
616	460.6826772
617	460.5800707
618	460.4670454
619	460.3383793
620	460.2607611
621	460.1298214
622	460.0481997
623	460.029732
624	459.9409423
625	459.8445195
626	459.759478
627	459.6477461
628	459.5432761
629	459.4349172
630	459.2740326
631	459.2723853
632	459.1630911
633	459.0147621
634	458.9432481
635	458.8622025
636	458.8137096
637	458.6879112
638	458.611463
639	458.5583382
640	458.3774985
641	458.2528364
642	458.0756647
643	457.9859772
644	457.835419
645	457.7342045
646	457.6005781
647	457.4712021
648	457.3424859
649	457.258841
650	457.1943258
651	457.1571682
652	457.0448564
653	456.9501653
654	456.8724375
655	456.7708249
656	456.7022021
657	456.6123902
658	456.4699604
659	456.4574324
660	456.3580568
661	456.2686227
662	456.1933123
663	456.0898958
664	456.0226257
665	455.8966372
666	455.7775736
667	455.6692515
668	455.5172352
669	455.3827143
670	455.2596492
671	455.2153291
672	455.091275
673	454.9924095
674	454.8703394
675	454.7428789
676	454.6073712
677	454.4612223
678	454.3809207
679	454.2771202
680	454.116582
681	454.0200679
682	453.8684502
683	453.8143652
684	453.7812149
685	453.7215183
686	453.5839092
687	453.560072
688	453.4436337
689	453.3439371
690	453.2539833
691	453.1708062
692	453.1690814
693	453.0386495
694	452.922145
695	452.8296435
696	452.7340663
697	452.6394241
698	452.537815
699	452.3696747
700	452.303671
701	452.1826984
702	452.1203259
703	452.0621484
704	452.0139855
705	451.8677296
706	451.7072281
707	451.6313023
708	451.612357
709	451.6104003
710	451.5774476
711	451.4573644
712	451.4356722
713	451.4338172
714	451.3106066
715	451.3086287
716	451.2275848
717	451.178391
718	451.0439799
719	451.0261167
720	450.9369147
721	450.845978
722	450.7531195
723	450.5967993
724	450.4695206
725	450.4221446
726	450.3499004
727	450.2490754
728	450.186361
729	450.1072512
730	449.9896106
731	449.8867741
732	449.8388344
733	449.7133627
734	449.6881731
735	449.5746845
736	449.4892916
737	449.4161958
738	449.3406639
739	449.2757946
740	449.2430067
741	449.1346337
742	449.0327003
743	448.9461766
744	448.8108896
745	448.6924979
746	448.5612776
747	448.4205849
748	448.2622225
749	448.2221337
750	448.0829246
751	447.9798498
752	447.9409946
753	447.8794077
754	447.768821
755	447.7643651
756	447.6471389
757	447.5809254
758	447.4664063
759	447.342277
760	447.3042388
761	447.1825224
762	447.0277974
763	447.0220457
764	446.9328089
765	446.8570248
766	446.7779415
767	446.6856618
768	446.6365332
769	446.5462274
770	446.4427447
771	446.3562957
772	446.2600309
773	446.127843
774	446.0470911
775	445.9989436
776	445.9609612
777	445.8056313
778	445.6619059
779	445.5180292
780	445.4438735
781	445.365334
782	445.3045398
783	445.1879002
784	445.1086897
785	445.018984
786	444.9337529
787	444.8485147
788	444.7280284
789	444.6675932
790	444.5622815
791	444.4508214
792	444.369772
793	444.3125062
794	444.2800344
795	444.278402
796	444.1928776
797	444.1756393
798	444.0875326
799	444.0297677
800	443.9383629
801	443.8521243
802	443.7629283
803	443.6584242
804	443.6105853
805	443.5157379
806	443.4521107
807	443.4153005
808	443.3162318
809	443.2824957
810	443.1666062
811	443.0369654
812	442.97635
813	442.9168851
814	442.8102076
815	442.7529822
816	442.6272541
817	442.5496544
818	442.4785873
819	442.3626686
820	442.2937405
821	442.2116251
822	442.046671
823	441.9463769
824	441.852741
825	441.7808253
826	441.6795663
827	441.5474401
828	441.4219934
829	441.2708087
830	441.1631253
831	441.0514386
832	440.9826828
833	440.8469235
834	440.7743685
835	440.6912818
836	440.5846455
837	440.4956723
838	440.4170286
839	440.3506354
840	440.1873656
841	440.1380573
842	440.062084
843	439.9938372
844	439.8972105
845	439.8329108
846	439.7510602
847	439.652202
848	439.5501298
849	439.4844825
850	439.3789179
851	439.3263207
852	439.2403177
853	439.11873
854	439.0334419
855	438.9630045
856	438.9117411
857	438.8043116
858	438.6813625
859	438.6097249
860	438.502424
861	438.3399488
862	438.2714029
863	438.1302998
864	437.9957455
865	437.9688419
866	437.8565724
867	437.7091969
868	437.6480583
869	437.5562346
870	437.4903869
871	437.3945162
872	437.2756526
873	437.2424225
874	437.1967966
875	437.1361889
876	437.0685611
877	436.9950613
878	436.9136564
879	436.8519077
880	436.8055908
881	436.8041928
882	436.7206382
883	436.649948
884	436.591138
885	436.5212489
886	436.4252879
887	436.3242585
888	436.2769675
889	436.0568195
890	435.9722722
891	435.8734297
892	435.778987
893	435.7032535
894	435.6571559
895	435.5751414
896	435.4567315
897	435.3977551
898	435.3251374
899	435.2202467
900	435.1645553
901	435.0899533
902	434.9805007
903	434.9795059
904	434.8496423
905	434.7585912
906	434.6696093
907	434.5606033
908	434.4980094
909	434.4466781
910	434.4050958
911	434.3688715
912	434.3269991
913	434.2515044
914	434.1381693
915	434.0750784
916	434.004482
917	433.9601581
918	433.8490608
919	433.7799581
920	433.6998495
921	433.6537761
922	433.5937829
923	433.5096305
924	433.4459074
925	433.3425037
926	433.2373411
927	433.1868576
928	433.0831473
929	433.0121663
930	432.9275712
931	432.8454326
932	432.7703446
933	432.6926219
934	432.6430935
935	432.4877722
936	432.4129709
937	432.3257596
938	432.3120188
939	432.2483484
940	432.2318668
941	432.1084548
942	432.0708513
943	432.0036094
944	431.9710239
945	431.8987585
946	431.8625314
947	431.8010515
948	431.6868371
949	431.5876925
950	431.5247884
951	431.458131
952	431.3493642
953	431.2589753
954	431.1921621
955	431.1151809
956	431.0320795
957	430.9794628
958	430.8609259
959	430.7217716
960	430.689634
961	430.6520978
962	430.5876452
963	430.5266514
964	430.4761986
965	430.3491201
966	430.2680143
967	430.164926
968	430.1142492
969	430.0479747
970	429.8900326
971	429.774323
972	429.6632628
973	429.5539251
974	429.4360881
975	429.3822671
976	429.3143545
977	429.2692806
978	429.1985536
979	429.0831225
980	428.9529014
981	428.8823181
982	428.7856792
983	428.6877544
984	428.652075
985	428.560976
986	428.4180998
987	428.32615
988	428.2830235
989	428.1844862
990	428.0751645
991	428.0119961
992	427.9286385
993	427.835729
994	427.7507663
995	427.697687
996	427.5742948
997	427.5399537
998	427.4629488
999	427.4123459
99	422.397715
384727
0292
